Corpus;Corpus_URL;Size;Annotation;Licence;Licence_URL;Language;Description;Family;Buttons;Buttons_URL;Publication;Publication_URL;Note
UDify Pretrained Model;http://hdl.handle.net/11234/1-3042;;syntactic parsing;CC BY-SA 4.0;;Afrikaans, Akkadian, Amharic, Ancient Greek (until 1453), Arabic, Armenian, Bambara, Basque, Belarusian, Breton, Bulgarian, Catalan, Chinese, Church Slavonic, Coptic, Croatian, Czech, Danish, Dutch, English, Erzya, Estonian, Faroese, Finnish, French, Galician, German, Gothic, Hebrew, Hindi, Hungarian, Indonesian, Irish, Italian, Japanese, Kazakh, Komi-Zyrian, Korean, Latin, Latvian, Lithuanian, Maltese, Marathi, Modern Greek (1453-), Nigerian Pidgin, Northern Kurdish, Northern Sami, Norwegian, Old French (842-ca. 1400), Persian, Polish, Portuguese, Romanian, Buryat, Russian, Sanskrit, Serbian, Slovak, Slovenian, Spanish, Swedish, Swedish Sign Language, Tagalog, Tamil, Telugu, Thai, Turkish, Uighur, Ukrainian, Upper Sorbian, Urdu, Vietnamese, Warlpiri, Yoruba, Yue Chinese;UDify is a single model that parses Universal Dependencies (UPOS, UFeats, Lemmas, Deps) jointly, accepting any of 75 supported languages as input (trained on UD v2.3 with 124 treebanks). ;Language models;Download;http://hdl.handle.net/11234/1-3042;Kondratyuk and Straka (2019);https://arxiv.org/abs/1904.02099;
Universal Dependencies 2.5 Models for UDPipe;http://hdl.handle.net/11234/1-3131;;syntactic parsing;CC BY-NC-SA 4.0;;Afrikaans, Ancient Greek (until 1453), Arabic, Armenian, Basque, Belarusian, Bulgarian, Catalan, Chinese, Church Slavonic, Coptic, Croatian, Czech, Danish, Dutch, English, Estonian, Finnish, French, Galician, Gambian Wolof, German, Gothic, Hebrew, Hindi, Hungarian, Indonesian, Irish, Italian, Japanese, Kazakh, Korean, Latin, Latvian, Literary Chinese, Lithuanian, Maltese, Marathi, Modern Greek (1453-), Northern Sami, Norwegian Bokmål, Norwegian Nynorsk, Old French (842-ca. 1400), Old Russian, Persian, Polish, Portuguese, Romanian, Russian, Sanskrit, Scottish Gaelic, Serbian, Slovak, Slovenian, Spanish, Swedish, Tamil, Telugu, Turkish, Uighur, Ukrainian, Urdu, Vietnamese, Wolof;"These models  are for the <a href=""http://hdl.handle.net/11234/1-3105"">Universal Dependencies 2.5</a> treebanks (94 treebanks of 61 languages). In addition to dependency parsing, the models are also for toeknisation, part-of-speech tagging and lemmatisation.#SEPThe models are available for download from the LINDAT repository.";Language models;Download;http://hdl.handle.net/11234/1-3131;;;
The CLASSLA-Stanza model for UD dependency parsing of standard Bulgarian 2.1;http://hdl.handle.net/11356/1851;;syntactic parsing;CC BY-SA 4.0;;Bulgarian;"The model for UD dependency parsing of standard Bulgarian was built with the <a href=""https://github.com/clarinsi/classla"">CLASSLA-Stanza tool</a> by training on the UD-parsed portion of the <a href=""https://clarino.uib.no/korpuskel/corpora"">BulTreeBank training corpus</a> and using the <a href=""http://hdl.handle.net/11356/1796"">CLARIN.SI-embed.bg word embeddings</a>. The estimated LAS of the parser is ~91.18.#SEPThe model is available for download from the CLARIN.SI repository.";Language models;Download;http://hdl.handle.net/11356/1851;Ljubešić and Dobrovoljc (2019);http://dx.doi.org/10.18653/v1/W19-3704;
The CLASSLA-Stanza model for UD dependency parsing of standard Croatian 2.1;http://hdl.handle.net/11356/1836;;syntactic parsing;CC BY-SA 4.0;;Croatian;"The model for UD dependency parsing of standard Croatian was built with the <a href=""https://github.com/clarinsi/classla"">CLASSLA-Stanza tool</a> by training on the UD-parsed portion of the <a href=""http://hdl.handle.net/11356/1792"">hr500k training corpus</a> and using the <a href=""http://hdl.handle.net/11356/1790"">CLARIN.SI-embed.hr word embeddings</a>.The estimated LAS of the parser is ~87.46.#SEPThe model is available for download from the CLARIN.SI repository.";Language models;Download;http://hdl.handle.net/11356/1836;Ljubešić and Dobrovoljc (2019);http://dx.doi.org/10.18653/v1/W19-3704;
Slavic Forest, Norwegian Wood (models);http://hdl.handle.net/11234/1-1971;;syntactic parsing;CC BY-NC-SA 4.0;;Croatian, Norwegian, Slovak;"These are models for the dependency parser <a href=""http://hdl.handle.net/11234/1-1702"">UDPipe</a> used to produce the authors' final submission to the <a href=""https://bitbucket.org/hy-crossNLP/vardial2017"">Vardial 2017 CLP shared task</a>. The scripts and commands used to create the models are part of a <a href=""http://hdl.handle.net/11234/1-1970"">separate LINDAT repository entry</a>. The models were trained with <a href=""https://github.com/ufal/udpipe"">UDPipe version 3e65d69 from 3 January 2017</a>; their functionality with newer or older versions of UDPipe is not guaranteed.#SEPThe models are available for download from the LINDAT repository.";Language models;Download;http://hdl.handle.net/11234/1-1971;Rosa et al. (2017);http://web.science.mq.edu.au/~smalmasi/vardial4/pdf/VarDial26.pdf;
Universal Dependencies 1.2 Models for Parsito;http://hdl.handle.net/11234/1-1573;;syntactic parsing;CC BY-NC-SA 4.0;;English;"These are models for the dependency parser <a href=""https://ufal.mff.cuni.cz/parsito"">Parsito</a>. They are trained on <a href=""http://hdl.handle.net/11234/1-1548"">Universal Dependencies 1.2 Treebanks</a>.";Language models;Download;http://hdl.handle.net/11234/1-1573;;;
CoNLL 2018 Shared Task - UDPipe Baseline Models and Supplementary Materials;http://hdl.handle.net/11234/1-2859;;syntactic parsing;License Universal Dependencies v2.2;;Multiple languages;"This is a baseline model for <a href=""http://hdl.handle.net/11234/1-1702"">UDPipe</a> (version 1.2 and up), created for the <a href=""https://universaldependencies.org/conll18/"">CoNLL 2018 Shared Task in UD Parsing</a>. The models were trained using a custom data split for treebanks where no development data is provided.#SEPThe model is available for download from the LINDAT repository.";Language models;Download;http://hdl.handle.net/11234/1-2859;;;
CoNLL 2017 Shared Task - UDPipe Baseline Models and Supplementary Materials;http://hdl.handle.net/11234/1-1990;;syntactic parsing;CC BY-NC-SA 4.0;;Multiple languages;"These are models for the dependency parser <a href=""http://hdl.handle.net/11234/1-1702"">UDPipe</a>, developed as part of the <a href=""http://universaldependencies.org/conll17/"">CoNLL 2017 Shared Task in UD Parsing</a>.#SEPThe models are available for download from the LINDAT repository.";Language models;Download;http://hdl.handle.net/11234/1-1990;;;
Dependency parsing models for Polish;http://hdl.handle.net/11321/552;;syntactic parsing;CC BY-NC-SA 4.0;;Polish;"These models are trained on the <a href=""http://hdl.handle.net/11234/1-2621"">3.5 version of the Polish Dependency Treebank</a> with the publicly available parsing systems: <a href=""https://www.maltparser.org/"">MaltParser</a>, <a href=""https://github.com/kuhumcst/mate-parser"">MateParser</a>, and <a href=""http://hdl.handle.net/11234/1-1702"">UDPipe</a>.#SEPThe models are available for download from the CLARIN-PL repository.";Language models;Download;http://zil.ipipan.waw.pl/PDB/PDBparser;Wroblewska and Rybak (2019);https://doi.org/10.1515/psicl-2019-0012;
The CLASSLA-Stanza model for UD dependency parsing of standard Serbian 2.1;http://hdl.handle.net/11356/1835;;syntactic parsing;CC BY-SA 4.0;;Serbian;"The model for UD dependency parsing of standard Serbian was built with the <a href=""https://github.com/clarinsi/classla"">CLASSLA-Stanza tool</a> by training on the <a href=""http://hdl.handle.net/11356/1200"">SETimes.SR training corpus</a> and using the <a href=""http://hdl.handle.net/11356/1789"">CLARIN.SI-embed.sr word embeddings</a>.The estimated LAS of the parser is ~89.83.#SEPThe model is available for download from the CLARIN.SI repository.";Language models;Download;http://hdl.handle.net/11356/1835;Ljubešić and Dobrovoljc (2019);http://dx.doi.org/10.18653/v1/W19-3704;
